Gene,OMIM_en,OMIM_cn
HBG2,"Fetal hemoglobin quantitative trait locus 1(OMIM:141749, AD);Cyanosis, transient neonatal(OMIM:613977, AD)","胎儿血红蛋白数量性状基因座 1(OMIM:141749, AD);紫绀，一过性新生儿(OMIM:613977, AD)"
SCZD1,"{Schizophrenia}(OMIM:181500, AD)","{精神分裂症}(OMIM:181500, AD)"
OFD3,"Orofaciodigital syndrome III(OMIM:258850, AR)","口颌面指综合征 III(OMIM:258850, AR)"
MCOPCB1,"Microphthalmia with coloboma 1(OMIM:300345, nan)","小眼症伴缺损 1(OMIM:300345, nan)"
SLC1A1,"Dicarboxylic aminoaciduria(OMIM:222730, AR);{?Schizophrenia susceptibility 18}(OMIM:615232, nan)","二羧酸氨基酸尿(OMIM:222730, AR);{?精神分裂症易感性 18}(OMIM:615232, nan)"
GLIS3,"Diabetes mellitus, neonatal, with congenital hypothyroidism(OMIM:610199, AR)","糖尿病，新生儿，先天性甲状腺功能减退(OMIM:610199, AR)"
SPTAN1,"Developmental and epileptic encephalopathy 5(OMIM:613477, AD)","发育性和癫痫性脑病 5(OMIM:613477, AD)"
BRAT1,"Rigidity and multifocal seizure syndrome, lethal neonatal(OMIM:614498, AR);Neurodevelopmental disorder with cerebellar atrophy and with or without seizures(OMIM:618056, AR)","僵硬和多灶性癫痫综合征，致命的新生儿(OMIM:614498, AR);伴有小脑萎缩和有或无癫痫发作的神经发育障碍(OMIM:618056, AR)"
CEP164,"Nephronophthisis 15(OMIM:614845, AR)","肾痨 15(OMIM:614845, AR)"
COL11A1,"Marshall syndrome(OMIM:154780, AD);Fibrochondrogenesis 1(OMIM:228520, AR);{Lumbar disc herniation, susceptibility to}(OMIM:603932, nan);Stickler syndrome, type II(OMIM:604841, AD);Deafness, autosomal dominant 37(OMIM:618533, AD)","马歇尔综合征(OMIM:154780, AD);纤维软骨形成 1(OMIM:228520, AR);{腰椎间盘突出，易感}(OMIM:603932, nan);Stickler 综合征，II 型(OMIM:604841, AD);耳聋，常染色体显性遗传 37(OMIM:618533, AD)"
SYNE2,"Emery-Dreifuss muscular dystrophy 5, autosomal dominant(OMIM:612999, AD)","Emery-Dreifuss 肌营养不良症 5，常染色体显性遗传(OMIM:612999, AD)"
GRIA4,"Neurodevelopmental disorder with or without seizures and gait abnormalities(OMIM:617864, AD)","伴有或不伴有癫痫和步态异常的神经发育障碍(OMIM:617864, AD)"
CSNK2B,"Poirier-Bienvenu neurodevelopmental syndrome(OMIM:618732, AD)","Poirier-Welcome 神经发育综合征(OMIM:618732, AD)"
CFHR5,"Nephropathy due to CFHR5 deficiency(OMIM:614809, AD)","CFHR5缺乏引起的肾病(OMIM:614809, AD)"
AFF2,"Intellectual developmental disorder, X-linked 109(OMIM:309548, XLR)","智力发育障碍，X 连锁 109(OMIM:309548, XLR)"
CARS1,"Microcephaly, developmental delay, and brittle hair syndrome(OMIM:618891, AR)","小头畸形、发育迟缓和脆发综合征(OMIM:618891, AR)"
BMPR1B,"Acromesomelic dysplasia 3(OMIM:609441, AR);Brachydactyly, type A2(OMIM:112600, AD);Brachydactyly, type A1, D(OMIM:616849, AD)","肢端发育不良 3(OMIM:609441, AR);短指，A2型(OMIM:112600, AD);短指，A1，D型(OMIM:616849, AD)"
COA6,"Mitochondrial complex IV deficiency, nuclear type 13(OMIM:616501, AR)","线粒体复合体 IV 缺乏，核型 13(OMIM:616501, AR)"
LAMC3,"Cortical malformations, occipital(OMIM:614115, AR)","皮质畸形，枕骨(OMIM:614115, AR)"
PSMB8,"Proteasome-associated autoinflammatory syndrome 1 and digenic forms(OMIM:256040, AR)","蛋白酶体相关的自身炎症综合征 1 和双基因形式(OMIM:256040, AR)"
ALKBH8,"Intellectual developmental disorder, autosomal recessive 71(OMIM:618504, AR)","智力发育障碍，常染色体隐性遗传 71(OMIM:618504, AR)"
ITGA2B,"Bleeding disorder, platelet-type, 16, autosomal dominant(OMIM:187800, AD);Glanzmann thrombasthenia 1(OMIM:273800, AR)","出血性疾病，血小板型，16，常染色体显性遗传(OMIM:187800, AD);Glanzmann 血小板无力症 1(OMIM:273800, AR)"
MRPL3,"Combined oxidative phosphorylation deficiency 9(OMIM:614582, AR)","联合氧化磷酸化缺乏症 9(OMIM:614582, AR)"
ADAMTS18,"Microcornea, myopic chorioretinal atrophy, and telecanthus(OMIM:615458, AR)","小角膜、近视性脉络膜视网膜萎缩和远眦赘皮(OMIM:615458, AR)"
GAL,"?Epilepsy, familial temporal lobe, 8(OMIM:616461, AD)","?癫痫，家族性颞叶，8(OMIM:616461, AD)"
COX20,"Mitochondrial complex IV deficiency, nuclear type 11(OMIM:619054, AR)","线粒体复合体 IV 缺陷，核型 11(OMIM:619054, AR)"
PTF1A,"Pancreatic and cerebellar agenesis(OMIM:609069, AR);Pancreatic agenesis 2(OMIM:615935, AR)","胰腺和小脑发育不全(OMIM:609069, AR);胰腺发育不全 2(OMIM:615935, AR)"
BUB1B,"Colorectal cancer, somatic(OMIM:114500, nan);[Premature chromatid separation trait](OMIM:176430, AD);Mosaic variegated aneuploidy syndrome 1(OMIM:257300, AR)","结直肠癌，体细胞(OMIM:114500, nan);[过早的染色单体分离特征](OMIM:176430, AD);马赛克杂色非整倍体综合征1(OMIM:257300, AR)"
CYCS,"Thrombocytopenia 4(OMIM:612004, AD)","血小板减少症 4(OMIM:612004, AD)"
ACTG1,"Deafness, autosomal dominant 20/26(OMIM:604717, AD);Baraitser-Winter syndrome 2(OMIM:614583, AD)","耳聋，常染色体显性遗传 20/26(OMIM:604717, AD);Baraitser-Winter 综合征 2(OMIM:614583, AD)"
CHRNB1,"Myasthenic syndrome, congenital, 2A, slow-channel(OMIM:616313, AD);?Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency(OMIM:616314, AR)","肌无力综合征，先天性，2A，慢通道(OMIM:616313, AD);? 与乙酰胆碱受体缺乏相关的先天性 2C 型肌无力综合征(OMIM:616314, AR)"
HCFC1,"Methylmalonic aciduria and homocysteinemia, cblX type(OMIM:309541, XLR)","甲基丙二酸尿症和同型半胱氨酸血症，cblX 型(OMIM:309541, XLR)"
CCND2,"Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3(OMIM:615938, AD)","巨脑-多小脑回-多指-脑积水综合征3(OMIM:615938, AD)"
FLG2,"Peeling skin syndrome 6(OMIM:618084, AR)","脱皮综合症 6(OMIM:618084, AR)"
NSD1,"Sotos syndrome(OMIM:117550, AD)","索托斯综合征(OMIM:117550, AD)"
RPA1,"Pulmonary fibrosis and/or bone marrow failure, telomere-related, 6(OMIM:619767, AD)","肺纤维化和/或骨髓衰竭，端粒相关，6(OMIM:619767, AD)"
TNFRSF4,"?Immunodeficiency 16(OMIM:615593, AR)","?免疫缺陷 16(OMIM:615593, AR)"
MCM2,"?Deafness, autosomal dominant 70(OMIM:616968, AD)","?耳聋，常染色体显性遗传 70(OMIM:616968, AD)"
GNPAT,"Rhizomelic chondrodysplasia punctata, type 2(OMIM:222765, AR)","根茎点状软骨发育不良，2型(OMIM:222765, AR)"
PRKRA,"Dystonia 16(OMIM:612067, AR)","肌张力障碍 16(OMIM:612067, AR)"
ISCA1,"Multiple mitochondrial dysfunctions syndrome 5(OMIM:617613, AR)","多发性线粒体功能障碍综合征 5(OMIM:617613, AR)"
NCAPD3,"Microcephaly 22, primary, autosomal recessive(OMIM:617984, AR)","小头畸形 22，原发性，常染色体隐性遗传(OMIM:617984, AR)"
RNASEH1,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 2(OMIM:616479, AR)","进行性外眼肌麻痹伴线粒体 DNA 缺失，常染色体隐性遗传 2(OMIM:616479, AR)"
IFT27,"Bardet-Biedl syndrome 19(OMIM:615996, AR)","Bardet-Biedl 综合征 19(OMIM:615996, AR)"
BCKDHA,"Maple syrup urine disease, type Ia(OMIM:248600, AR)","枫糖浆尿病，Ia 型(OMIM:248600, AR)"
GPAA1,"Glycosylphosphatidylinositol biosynthesis defect 15(OMIM:617810, AR)","糖基磷脂酰肌醇生物合成缺陷15(OMIM:617810, AR)"
MINPP1,"{Thyroid carcinoma, follicular}(OMIM:188470, AD, SMu);Pontocerebellar hypoplasia, type 16(OMIM:619527, AR)","{甲状腺癌，滤泡状}(OMIM:188470, AD, SMu);脑桥小脑发育不全，16型(OMIM:619527, AR)"
FRMPD4,"Intellectual developmental disorder, X-linked 104(OMIM:300983, XL)","智力发育障碍，X连锁104(OMIM:300983, XL)"
CLEC7A,"Candidiasis, familial, 4, autosomal recessive(OMIM:613108, AR);{Aspergillosis, susceptibility to}(OMIM:614079, nan)","念珠菌病，家族性，4，常染色体隐性遗传(OMIM:613108, AR);{曲霉病，易感性}(OMIM:614079, nan)"
ATP6AP1,"Immunodeficiency 47(OMIM:300972, XLR)","免疫缺陷 47(OMIM:300972, XLR)"
BIN1,"Centronuclear myopathy 2(OMIM:255200, AR)","中央核肌病 2(OMIM:255200, AR)"
SOD1,"Amyotrophic lateral sclerosis 1(OMIM:105400, AD, AR);Spastic tetraplegia and axial hypotonia, progressive(OMIM:618598, AR)","肌萎缩侧索硬化1(OMIM:105400, AD, AR);痉挛性四肢瘫痪和轴向张力减退，进行性(OMIM:618598, AR)"
NEUROD2,"Developmental and epileptic encephalopathy 72(OMIM:618374, AD)","发育性和癫痫性脑病 72(OMIM:618374, AD)"
RPL13,"Spondyloepimetaphyseal dysplasia, Isidor-Toutain type(OMIM:618728, AD)","脊椎骨骺端发育不良，Isidor-Toutain 型(OMIM:618728, AD)"
B9D2,"Joubert syndrome 34(OMIM:614175, AR);?Meckel syndrome 10(OMIM:614175, AR)","Joubert 综合征 34(OMIM:614175, AR);?梅克尔综合征 10(OMIM:614175, AR)"
OSTM1,"Osteopetrosis, autosomal recessive 5(OMIM:259720, AR)","骨硬化症，常染色体隐性遗传 5(OMIM:259720, AR)"
HLCS,"Holocarboxylase synthetase deficiency(OMIM:253270, AR)","全羧化酶合成酶缺乏症(OMIM:253270, AR)"
CDH23,"Usher syndrome, type 1D/F digenic(OMIM:601067, AR, DR);Usher syndrome, type 1D(OMIM:601067, AR, DR);Deafness, autosomal recessive 12(OMIM:601386, AR);{Pituitary adenoma 5, multiple types}(OMIM:617540, AD)","Usher 综合征，1D/F 型双基因(OMIM:601067, AR, DR);Usher 综合征，1D 型(OMIM:601067, AR, DR);耳聋，常染色体隐性遗传 12(OMIM:601386, AR);{垂体腺瘤 5，多种类型}(OMIM:617540, AD)"
COPB1,"Baralle-Macken syndrome(OMIM:619255, AR)","Baralle-Macken 综合征(OMIM:619255, AR)"
MED12L,"Nizon-Isidor syndrome(OMIM:618872, AD)","Nizon-Isidor 综合征(OMIM:618872, AD)"
CA12,"Hyperchlorhidrosis, isolated(OMIM:143860, AR)","多汗症，孤立的(OMIM:143860, AR)"
GALK1,"Galactokinase deficiency with cataracts(OMIM:230200, AR)","半乳糖激酶缺乏症伴白内障(OMIM:230200, AR)"
ALG13,"Developmental and epileptic encephalopathy 36(OMIM:300884, XL)","发育性和癫痫性脑病 36(OMIM:300884, XL)"
ICOS,"Immunodeficiency, common variable, 1(OMIM:607594, AR)","免疫缺陷，共同变量，1(OMIM:607594, AR)"
TTC12,"Ciliary dyskinesia, primary, 45(OMIM:618801, AR)","纤毛运动障碍，原发性，45(OMIM:618801, AR)"
ADAM9,"Cone-rod dystrophy 9(OMIM:612775, AR)","锥杆营养不良 9(OMIM:612775, AR)"
MAG,"Spastic paraplegia 75, autosomal recessive(OMIM:616680, AR)","痉挛性截瘫 75，常染色体隐性遗传(OMIM:616680, AR)"
ABCB1,"{Colchicine resistance}(OMIM:120080, nan);{Inflammatory bowel disease 13}(OMIM:612244, nan)","{秋水仙碱抗性}(OMIM:120080, nan);{炎症性肠病 13}(OMIM:612244, nan)"
ABCB4,"Gallbladder disease 1(OMIM:600803, AD, AR);Cholestasis, progressive familial intrahepatic 3(OMIM:602347, AR);Cholestasis, intrahepatic, of pregnancy, 3(OMIM:614972, AD, AR)","胆囊疾病 1(OMIM:600803, AD, AR);胆汁淤积，进行性家族性肝内 3(OMIM:602347, AR);胆汁淤积，肝内，妊娠，3(OMIM:614972, AD, AR)"
ROBO2,"Vesicoureteral reflux 2(OMIM:610878, AD)","膀胱输尿管反流 2(OMIM:610878, AD)"
CENPE,"?Microcephaly 13, primary, autosomal recessive(OMIM:616051, AR)","? 小头畸形 13，原发性，常染色体隐性遗传(OMIM:616051, AR)"
GM2A,"GM2-gangliosidosis, AB variant(OMIM:272750, AR)","GM2-神经节苷脂沉积症，AB 变体(OMIM:272750, AR)"
CACNA2D4,"Retinal cone dystrophy 4(OMIM:610478, AR)","视网膜锥体营养不良 4(OMIM:610478, AR)"
CREB3L1,"Osteogenesis imperfecta, type XVI(OMIM:616229, AR)","成骨不全症，XVI 型(OMIM:616229, AR)"
BPGM,"Erythrocytosis, familial, 8(OMIM:222800, AR)","红细胞增多症，家族性，8(OMIM:222800, AR)"
NTF4,"Glaucoma 1, open angle, 1O(OMIM:613100, nan)","青光眼 1，开角，1O(OMIM:613100, nan)"
GSTZ1,"[Maleylacetoacetate isomerase deficiency](OMIM:617596, AR)","[马来乙酰乙酸异构酶缺乏症](OMIM:617596, AR)"
CLDN19,"Hypomagnesemia 5, renal, with ocular involvement(OMIM:248190, AR)","低镁血症 5，肾脏，伴有眼部受累(OMIM:248190, AR)"
C2CD6,"?Spermatogenic failure 68(OMIM:619805, AR)","?生精失败 68(OMIM:619805, AR)"
RAC3,"Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies(OMIM:618577, AD)","伴有结构性脑异常和畸形面容的神经发育障碍(OMIM:618577, AD)"
COXFA4,"?Mitochondrial complex IV deficiency, nuclear type 21(OMIM:619065, AR)","?线粒体复合体IV缺乏症，核型21(OMIM:619065, AR)"
UROD,"Porphyria cutanea tarda(OMIM:176100, AD, AR);Porphyria, hepatoerythropoietic(OMIM:176100, AD, AR)","迟发性皮肤卟啉病(OMIM:176100, AD, AR);卟啉症，肝红细胞生成(OMIM:176100, AD, AR)"
PIK3CG,"Immunodeficiency 97 with autoinflammation(OMIM:619802, AR)","免疫缺陷 97 伴自身炎症(OMIM:619802, AR)"
SCO1,"Mitochondrial complex IV deficiency, nuclear type 4(OMIM:619048, AR)","线粒体复合体 IV 缺乏，核型 4(OMIM:619048, AR)"
AP1B1,"Keratitis-ichthyosis-deafness syndrome, autosomal recessive(OMIM:242150, AR)","角膜炎-鱼鳞病-耳聋综合征，常染色体隐性遗传(OMIM:242150, AR)"
SEC24D,"Cole-Carpenter syndrome 2(OMIM:616294, AR)","科尔-卡彭特综合征 2(OMIM:616294, AR)"
DNAJC30,"Leber hereditary optic neuropathy, autosomal recessive(OMIM:619382, AR)","Leber 遗传性视神经病变，常染色体隐性遗传(OMIM:619382, AR)"
SAMD9,"Tumoral calcinosis, familial, normophosphatemic(OMIM:610455, AR);MIRAGE syndrome(OMIM:617053, AD);Monosomy 7 myelodysplasia and leukemia syndrome 2(OMIM:619041, AD)","肿瘤性钙质沉着症，家族性，正磷血症(OMIM:610455, AR);海市蜃楼综合症(OMIM:617053, AD);单体 7 骨髓增生异常和白血病综合征 2(OMIM:619041, AD)"
MEF2A,"{Coronary artery disease, autosomal dominant, 1}(OMIM:608320, AD)","{冠状动脉疾病，常染色体显性遗传，1}(OMIM:608320, AD)"
SCZD12,"{Schizophrenia 12}(OMIM:181500, AD)","{精神分裂症 12}(OMIM:181500, AD)"
LGALS2,"{Myocardial infarction, susceptibility to}(OMIM:608446, nan)","{心肌梗塞，易感性}(OMIM:608446, nan)"
TOE1,"Pontocerebellar hypoplasia, type 7(OMIM:614969, AR)","脑桥小脑发育不全，7型(OMIM:614969, AR)"
KIAA0442,"Intellectual developmental disorder, autosomal dominant 26(OMIM:615834, AD)","智力发育障碍，常染色体显性遗传 26(OMIM:615834, AD)"
PLCB1,"Developmental and epileptic encephalopathy 12(OMIM:613722, AR)","发育性和癫痫性脑病 12(OMIM:613722, AR)"
OFD10,"Orofaciodigital syndrome X(OMIM:165590, AD)","口颌面指综合征 X(OMIM:165590, AD)"
FSHB,"Hypogonadotropic hypogonadism 24 without anosmia(OMIM:229070, AR)","低促性腺激素性腺功能减退症 24 无嗅觉丧失(OMIM:229070, AR)"
SIAE,"{Autoimmune disease, susceptibility to, 6}(OMIM:613551, nan)","{自身免疫性疾病，易感性，6}(OMIM:613551, nan)"
TUBGCP2,"Pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures(OMIM:618737, AR)","脑回肿大、小头畸形、发育迟缓和面部畸形，伴或不伴癫痫发作(OMIM:618737, AR)"
ATF6,"Achromatopsia 7(OMIM:616517, AR)","色盲 7(OMIM:616517, AR)"
EFHC1,"{Myoclonic epilepsy, juvenile, susceptibility to, 1}(OMIM:254770, AD);{Epilepsy, juvenile absence, susceptibility to, 1}(OMIM:607631, AD)","{肌阵挛性癫痫，青少年，易感性，1}(OMIM:254770, AD);{癫痫，青少年缺席，易感性，1}(OMIM:607631, AD)"
SPRTN,"Ruijs-Aalfs syndrome(OMIM:616200, AR)","Ruijs-Aalfs 综合征(OMIM:616200, AR)"
CRYGC,"Cataract 2, multiple types(OMIM:604307, AD)","白内障2，多种类型(OMIM:604307, AD)"
ABCG2,"[Uric acid concentration, serum, QTL1](OMIM:138900, ?AD);[Junior blood group system](OMIM:614490, nan)","[尿酸浓度、血清、QTL1](OMIM:138900, ?AD);【初级血型系统】(OMIM:614490, nan)"
STAT4,"{Systemic lupus erythematosus, susceptibility to, 11}(OMIM:612253, nan)","{系统性红斑狼疮，易感性，11}(OMIM:612253, nan)"
EPB41,"Elliptocytosis-1(OMIM:611804, AD, AR)","椭圆形红细胞增多症-1(OMIM:611804, AD, AR)"
MCCC1,"3-Methylcrotonyl-CoA carboxylase 1 deficiency(OMIM:210200, AR)","3-甲基巴豆酰辅酶A羧化酶1缺乏症(OMIM:210200, AR)"
STN1,"Cerebroretinal microangiopathy with calcifications and cysts 2(OMIM:617341, AR)","伴有钙化和囊肿的脑视网膜微血管病 2(OMIM:617341, AR)"
EXT2,"Exostoses, multiple, type 2(OMIM:133701, AD);Seizures, scoliosis, and macrocephaly syndrome(OMIM:616682, AR)","外生骨疣，多发，2型(OMIM:133701, AD);癫痫发作、脊柱侧弯和大头畸形综合征(OMIM:616682, AR)"
PIGU,"Neurodevelopmental disorder with brain anomalies, seizures, and scoliosis(OMIM:618590, AR)","伴有脑部异常、癫痫发作和脊柱侧弯的神经发育障碍(OMIM:618590, AR)"
ATP13A3,"Pulmonary hypertension, primary, 5(OMIM:265400, AR)","肺动脉高压，原发性，5(OMIM:265400, AR)"
CD40,"Immunodeficiency with hyper-IgM, type 3(OMIM:606843, AR)","高 IgM 免疫缺陷，3 型(OMIM:606843, AR)"
COLQ,"Myasthenic syndrome, congenital, 5(OMIM:603034, AR)","肌无力综合征，先天性，5(OMIM:603034, AR)"
MFAP5,"Aortic aneurysm, familial thoracic 9(OMIM:616166, AD)","家族性胸主动脉瘤 9(OMIM:616166, AD)"
TANGO2,"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration(OMIM:616878, AR)","代谢性脑肌病危象，反复发作，伴有横纹肌溶解、心律失常和神经退行性变(OMIM:616878, AR)"
AFG3L2,"Spastic ataxia 5, autosomal recessive(OMIM:614487, AR);Spinocerebellar ataxia 28(OMIM:610246, AD);Optic atrophy 12(OMIM:618977, AD)","痉挛性共济失调 5，常染色体隐性遗传(OMIM:614487, AR);脊髓小脑性共济失调 28(OMIM:610246, AD);视神经萎缩 12(OMIM:618977, AD)"
IBA57,"Multiple mitochondrial dysfunctions syndrome 3(OMIM:615330, AR);?Spastic paraplegia 74, autosomal recessive(OMIM:616451, AR)","多发性线粒体功能障碍综合征 3(OMIM:615330, AR);?痉挛性截瘫74，常染色体隐性遗传(OMIM:616451, AR)"
HFM1,"Premature ovarian failure 9(OMIM:615724, AR)","卵巢早衰 9(OMIM:615724, AR)"
PHOX2B,"Central hypoventilation syndrome, congenital, 1, with or without Hirschsprung disease(OMIM:209880, AD);Neuroblastoma with Hirschsprung disease(OMIM:613013, nan);{Neuroblastoma, susceptibility to, 2}(OMIM:613013, nan)","中枢性低通气综合征，先天性，1，伴或不伴先天性巨结肠(OMIM:209880, AD);神经母细胞瘤伴先天性巨结肠(OMIM:613013, nan);{神经母细胞瘤，易感性，2}(OMIM:613013, nan)"
SLC35A3,"Arthrogryposis, impaired intellectual development, and seizures(OMIM:615553, AR)","关节弯曲、智力发育受损和癫痫发作(OMIM:615553, AR)"
CLDN2,"?Azoospermia, obstructive, with nephrolithiasis(OMIM:301060, XLR)","?无精子症、梗阻性肾结石(OMIM:301060, XLR)"
GNAQ,"Capillary malformations, congenital, 1, somatic, mosaic(OMIM:163000, nan);Sturge-Weber syndrome, somatic, mosaic(OMIM:185300, nan)","毛细血管畸形, 先天性, 1, 体细胞, 马赛克(OMIM:163000, nan);Sturge-Weber 综合征，体细胞，马赛克(OMIM:185300, nan)"
JAGN1,"Neutropenia, severe congenital, 6, autosomal recessive(OMIM:616022, AR)","中性粒细胞减少症，重度先天性，6，常染色体隐性遗传(OMIM:616022, AR)"
KY,"Myopathy, myofibrillar, 7(OMIM:617114, AR)","肌病，肌原纤维，7(OMIM:617114, AR)"
MCM4,"Immunodeficiency 54(OMIM:609981, AR)","免疫缺陷 54(OMIM:609981, AR)"
ACKR1,"[Blood group, Duffy system](OMIM:110700, AD, AR);{Malaria, vivax, protection against}(OMIM:611162, nan);[White blood cell count QTL](OMIM:611862, AR)","【血族，达菲系统】(OMIM:110700, AD, AR);{疟疾，间日疟，预防}(OMIM:611162, nan);[白细胞计数QTL](OMIM:611862, AR)"
SULT2B1,"Ichthyosis, congenital, autosomal recessive 14(OMIM:617571, AR)","鱼鳞病，先天性，常染色体隐性遗传 14(OMIM:617571, AR)"
POLR3K,"Leukodystrophy, hypomyelinating, 21(OMIM:619310, AR)","白质营养不良，髓鞘发育不良，21(OMIM:619310, AR)"
TOM1,"?Immunodeficiency 85 and autoimmunity(OMIM:619510, AD)","? 免疫缺陷 85 和自身免疫(OMIM:619510, AD)"
PMM2,"Congenital disorder of glycosylation, type Ia(OMIM:212065, AR)","先天性糖基化障碍，Ia 型(OMIM:212065, AR)"
NCDN,"Neurodevelopmental disorder with infantile epileptic spasms(OMIM:619373, AD)","伴有婴儿癫痫痉挛的神经发育障碍(OMIM:619373, AD)"
PLOD1,"Ehlers-Danlos syndrome, kyphoscoliotic type, 1(OMIM:225400, AR)","Ehlers-Danlos 综合征，脊柱后侧凸型，1(OMIM:225400, AR)"
