"id","Phenotype"
"9094","Immunodeficiency 13(615518)"
"9095","Acth deficiency, isolated(201400)"
"9096","Congenital anomalies of kidney and urinary tract 2(143400)"
"90993","Osteogenesis imperfecta, type xvi(616229)"
"9101","Secreting(219090)"
"91137","Neuropathy, hereditary motor and sensory, type vib, with optic atrophy(616505)|Pontocerebellar hypoplasia, type 1e(619303)"
"91147","Coach syndrome 1(216360)|Rhyns syndrome(602152)|Meckel syndrome, type 3(607361)|Joubert syndrome 6(610688)|Nephronophthisis 11(613550)|Biedl syndrome 14(615991)"
"91179","Gupta syndrome(600920)"
"9119","Pseudofolliculitis barbae(612318)"
"91252","Danlos syndrome, spondylodysplastic type, 3(612350)"
"9126","Cornelia de lange syndrome 3 with or without midline brain defects(610759)"
"9128","Retinitis pigmentosa 70(615922)"
"9129","Retinitis pigmentosa 18(601414)"
"9130","Linked, syndromic, armfield type(300261)"
"9131","Linked, with hypomyelinating leukodystrophy(300232)|Linked 5, with peripheral neuropathy(300614)|Combined oxidative phosphorylation deficiency 6(300816)|Linked recessive, 4, with or without cerebellar ataxia(310490)"
"9132","Deafness, autosomal dominant 2a(600101)"
"9138","Immunodeficiency 62(618459)"
"91452","Retinal dystrophy with leukodystrophy(618863)"
"91461","Rhizomelic limb shortening with dysmorphic features(618821)"
"9147","Intellectual developmental disorder with speech delay and axonal peripheral neuropathy(619099)"
"9149","Metabolic syndrome 3(615812)"
"915","Immunodeficiency 19(615617)"
"9150","Congenital cataracts, facial dysmorphism, and neuropathy(604168)"
"9152","Hyperekplexia 3(614618)"
"9154","Cytidineuria(618477)"
"91574","Combined oxidative phosphorylation deficiency 7(613559)|Spastic paraplegia 55, autosomal recessive(615035)"
"9158","Faivre syndrome(617107)"
"916","Immunodeficiency 18(615615)"
"91624","Cardiomyopathy, dilated, 1cc(613122)|Cardiomyopathy, familial hypertrophic, 20(613876)"
"91647","Mitochondrial complex v (atp synthase) deficiency, nuclear type 1(604273)"
"91662","Familial cold autoinflammatory syndrome 2(611762)"
"917","Immunodeficiency 17(615607)"
"91754","Arthrogryposis, perthes disease, and upward gaze palsy(614262)|Lethal congenital contracture syndrome 10(617022)|Nevus comedonicus(617025)"
"9179","Spastic paraplegia 50, autosomal recessive(612936)"
"9180","Amyloidosis, primary localized cutaneous, 1(105250)"
"91801","Intellectual developmental disorder, autosomal recessive 71(618504)"
"9181","Neurodevelopmental disorder with midbrain and hindbrain malformations(617523)"
"91851","Megalocornea(309300)"
"91869","Congenital disorder of glycosylation, type in(612015)"
"9187","Night blindness, congenital stationary, type 1d(613830)"
"91875","Neurodevelopmental disorder with cerebral atrophy and variable facial dysmorphism(619244)"
"919","Immunodeficiency 25(610163)"
"91942","Mitochondrial complex i deficiency, nuclear type 10(618233)"
"91949","Congenital disorder of glycosylation, type iie(608779)"
"9197","Spastic paraplegia 42, autosomal dominant(612539)|Congenital cataracts, hearing loss, and neurodegeneration(614482)"
"920","Okt4 epitope deficiency(613949)|Immunodeficiency 79(619238)"
"92002","Toe syndactyly, telecanthus, and anogenital and renal malformations(300707)"
"9210","Ovarian dysgenesis 2(300510)"
"9211","Epilepsy, familial temporal lobe, 1(600512)"
"9213","Basal ganglia calcification, idiopathic, 6(616413)"
"9215","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 1(236670)|Dystroglycanopathy (congenital with impaired intellectual development), type b, 6(608840)|Dystroglycanopathy (congenital with brain and eye anomalies), type a, 6(613154)"
"9217","Onset, finkel type(182980)|Amyotrophic lateral sclerosis 8(608627)"
"92211","Rod dystrophy 15(613660)"
"9227","Retinitis pigmentosa(268000)|Leber congenital amaurosis 14(613341)"
"9230","Neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter(617807)"
"92335","Polyhydramnios, megalencephaly, and symptomatic epilepsy(611087)"
"92344","Geroderma osteodysplasticum(231070)"
"9241","Stapes ankylosis with broad thumbs and toes(184460)|Symphalangism, proximal, 1a(185800)|Multiple synostoses syndrome 1(186500)|Carpal coalition syndrome(186570)|Brachydactyly, type b2(611377)"
"9244","Induced sweating syndrome 1(272430)"
"9247","Hyperparathyroidism 4(617343)|Hypoparathyroidism, familial isolated, 2(618883)"
"92482","Biedl syndrome 18(615995)"
"925","Cd8 deficiency, familial(608957)"
"9254","Cerebellar atrophy with seizures and variable developmental delay(618501)"
"9255","Leukodystrophy, hypomyelinating, 3(260600)"
"92579","Neutropenia, severe congenital, 4, autosomal recessive(612541)"
"92609","Methylglutaconic aciduria, type ix(617698)"
"92667","Mitochondrial dna depletion syndrome 11(615084)"
"92749","Ciliary dyskinesia, primary, 21(615294)"
"9276","Microcephaly 19, primary, autosomal recessive(617800)"
"92840","Retinitis pigmentosa 77(617304)"
"9289","Polymicrogyria, bilateral frontoparietal(606854)|Polymicrogyria, bilateral perisylvian, autosomal recessive(615752)"
"92935","Spastic ataxia 3, autosomal recessive(611390)|Combined oxidative phosphorylation deficiency 25(616430)"
"9294","Deafness, autosomal recessive 68(610419)"
"93","Heterotaxy, visceral, 4, autosomal(613751)"
"930","Immunodeficiency, common variable, 2(240500)|Immunodeficiency, common variable, 3(613493)"
"931","Immunodeficiency, common variable, 5(613495)"
"9313","Amelogenesis imperfecta, hypomaturation type, iia2(612529)"
"93166","Patent ductus arteriosus 3(617039)"
"93183","Glycosylphosphatidylinositol biosynthesis defect 1(610293)"
"9319","Mosaic variegated aneuploidy syndrome 3(617598)|Oocyte maturation defect 9(619011)"
"9320","Baraitser syndrome(617752)"
"9321","Odontochondrodysplasia 1(184260)|Achondrogenesis, type ia(200600)"
"93210","Hyperphosphatasia with mental retardation syndrome 4(615716)"
"93233","Ciliary dyskinesia, primary, 20(615067)"
"9325","Spinal muscular atrophy with congenital bone fractures 1(616866)|Chauveau type(617066)"
"9326","Peho syndrome(260565)"
"9333","Peeling skin syndrome 2(609796)"
"9342","Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome(609528)"
"93426","Premature ovarian failure 12(616947)|Spermatogenic failure 15(616950)"
"9343","Almeida type(610536)"
"93587","Microcephaly, short stature, and impaired glucose metabolism 1(616033)"
"93589","Retinal cone dystrophy 4(610478)"
"9361","Codas syndrome(600373)"
"93627","Hypotonia, infantile, with psychomotor retardation and characteristic facies 3(616900)"
"9364","Rod dystrophy 18(615374)"
"93649","Megabladder, congenital(618719)"
"9365","Tumoral calcinosis, hyperphosphatemic, familial, 3(617994)"
"93650","Amelogenesis imperfecta, type ij(617297)"
"9368","Nephrolithiasis/osteoporosis, hypophosphatemic, 2(612287)"
"9370","Adiponectin, serum level of, quantitative trait locus 1(612556)"
"9371","Retinitis pigmentosa 89(618955)"
"9373","Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain anomalies(617527)"
"9377","Mitochondrial complex iv deficiency, nuclear type 20(619064)"
"9378","Like syndrome 2(614325)|Chromosome 2p16.3 deletion syndrome(614332)"
"9380","Hyperoxaluria, primary, type ii(260000)"
"9381","Deafness, autosomal recessive 9(601071)"
"9382","Congenital disorder of glycosylation, type iig(611209)"
"939","Lymphoproliferative syndrome 2(615122)"
"9394","Hypogonadotropic hypogonadism 15 with or without anosmia(614880)"
"93986","Language disorder 1(602081)"
"94","Telangiectasia, hereditary hemorrhagic, type 2(600376)"
"94005","Developmental and epileptic encephalopathy 95(618143)"
"9401","Gerold syndrome(218600)|Rapadilino syndrome(266280)|Thomson syndrome, type 2(268400)"
"9409","Peroxisome biogenesis disorder 8a (zellweger)(614876)|Peroxisome biogenesis disorder 8b(614877)"
"94137","Occult macular dystrophy(613587)|Retinitis pigmentosa 88(618826)"
"9414","Hypercholanemia, familial 1(607748)|Cholestasis, progressive familial intrahepatic, 4(615878)"
"9419","Short stature with microcephaly and distinctive facies(615789)"
"9420","Spastic paraplegia 5a, autosomal recessive(270800)|Bile acid synthesis defect, congenital, 3(613812)"
"9423","Mirror movements 4(618264)"
"9426","Linked, 2(415000)"
"9427","Arthrogryposis, distal, type 5d(615065)"
"9429","Uric acid concentration, serum, quantitative trait locus 1(138900)|Blood group, junior system(614490)"
"9439","Mental retardation, autosomal recessive 18(614249)"
"9440","Microcephaly, postnatal progressive, with seizures and brain atrophy(613668)"
"9442","Neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia(619286)"
"9445","Related, 2(117300)|Related, 1(176500)|Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities(616079)"
"9451","Onset diabetes mellitus(226980)"
"9453","Muscular dystrophy, congenital hearing loss, and ovarian insufficiency syndrome(619518)"
"9455","Deafness, autosomal dominant 68(616707)"
"9469","Spondyloepiphyseal dysplasia with congenital joint dislocations(143095)|Multiple joint dislocations, short stature, and craniofacial dysmorphism with or without congenital heart defects(245600)"
"9474","Spinocerebellar ataxia, autosomal recessive 25(617584)"
"9479","Type 2 diabetes mellitus(125853)"
"948","Platelet glycoprotein iv deficiency(608404)|Coronary heart disease, susceptibility to, 7(610938)|Malaria, susceptibility to(611162)"
"9487","Coloboma, congenital heart disease, ichthyosiform dermatosis, mental retardation, and ear anomalies syndrome(280000)"
"9488","Developmental and epileptic encephalopathy 80(618580)"
"949","High density lipoprotein cholesterol level quantitative trait locus 6(610762)"
"9496","Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension(147891)|Amelia, posterior, with pelvic and pulmonary hypoplasia syndrome(601360)"
"9499","Myopathy, spheroid body(182920)|Myopathy, myofibrillar, 3(609200)"
"95","Aminoacylase 1 deficiency(609924)"
"950","Epilepsy, progressive myoclonic, 4, with or without renal failure(254900)"
"9508","Lymphedema syndrome 3(618154)"
"9509","Danlos syndrome, dermatosparaxis type(225410)"
"9512","Multiple mitochondrial dysfunctions syndrome 6(617954)"
"9516","Tooth disease, demyelinating, type 1c(601098)"
"9517","Neuropathy, hereditary sensory and autonomic, type ic(613640)"
"9524","Mental retardation, autosomal recessive 14(614020)"
"9526","Congenital disorder of glycosylation, type if(609180)"
"953","Spastic paraplegia 64, autosomal recessive(615683)"
"9531","Myopathy, myofibrillar, 6(612954)|Cardiomyopathy, dilated, 1hh(613881)"
"9533","Treacher collins syndrome 3(248390)|Leukodystrophy, hypomyelinating, 11(616494)"
"9562","Thyroid cancer, nonmedullary, 2(188470)|Pontocerebellar hypoplasia, type 16(619527)"
"9563","Cortisone reductase deficiency 1(604931)"
"9568","Tobacco addiction, susceptibility to(188890)|Neurodevelopmental disorder with poor language and loss of hand skills(617903)|Developmental and epileptic encephalopathy 59(617904)"
"95681","Joubert syndrome 15(614464)"
"9570","Epilepsy, progressive myoclonic, 6(614018)"
"9573","Feil syndrome 3, autosomal dominant(613702)|Microphthalmia, isolated, with coloboma 6(613703)|Microphthalmia, isolated 7(613704)"
"958","Igm, type 3(606843)"
"9581","Myasthenic syndrome, congenital, 22(616224)"
"959","Igm, type 1(308230)"
"960","Blood group, indian system(609027)"
"9607","Obesity(601665)"
"9620","Lymphatic malformation 9(619319)"
"9622","Amelogenesis imperfecta, hypomaturation type, iia1(204700)"
"9627","Onset(168600)"
"9631","Atrial fibrillation, familial, 15(615770)"
"9636","Immunodeficiency 38 with basal ganglia calcification(616126)"
"9639","Slowed nerve conduction velocity, autosomal dominant(608236)"
"9652","Trichohepatoenteric syndrome 1(222470)"
"9653","Neurofacioskeletal syndrome with or without renal agenesis(619194)"
"9657","Loken syndrome 5(609254)"
"966","Mediated polyneuropathy(612300)"
"9662","Microcephaly 8, primary, autosomal recessive(614673)"
"9663","Majeed syndrome(609628)"
"9672","Obesity(601665)"
"9681","Epilepsy, familial focal, with variable foci 1(604364)"
"9688","Nephrotic syndrome, type 12(616892)"
"9693","Epilepsy, familial adult myoclonic, 7(618075)"
"9698","Spinocerebellar ataxia 47(617931)"
"9699","Rod synaptic disorder syndrome, congenital nonprogressive(618970)"
"970","Lymphoproliferative syndrome 3(618261)"
"9702","Mosaic variegated aneuploidy syndrome 2(614114)"
"9711","Spinocerebellar ataxia, autosomal recessive 15(615705)"
"9719","Geleophysic dysplasia 1(231050)"
"9722","Nephrotic syndrome, type 22(619155)"
"9723","Hypogonadotropic hypogonadism 7 with or without anosmia(146110)|Charge syndrome(214800)"
"9725","Leukodystrophy, hypomyelinating, 19, transient infantile(618688)"
"973","Agammaglobulinemia 3, autosomal recessive(613501)"
"9731","Joubert syndrome 25(616781)"
"9739","Onset, with or without developmental delay(618832)|Neurodevelopmental disorder with speech impairment and dysmorphic facies(619056)"
"974","Agammaglobulinemia 6, autosomal recessive(612692)"
"9742","Rib thoracic dysplasia 9 with or without polydactyly(266920)|Retinitis pigmentosa 80(617781)"
"975","Immunodeficiency, common variable, 6(613496)"
"9750","Deafness, autosomal recessive 104(616515)"
"9757","Onset(617284)"
"9758","Linked 104(300983)"
"9759","Chromosome 2q37 deletion syndrome(600430)"
"977","Raph blood group system(179620)|Epidermolysis bullosa simplex 7, with nephropathy and deafness(609057)"
"9772","Intellectual developmental disorder with cardiac defects and dysmorphic facies(618316)"
"9775","Robin sequence with cleft mandible and limb anomalies(268305)"
"9780","Dehydrated hereditary stomatocytosis 1 with or without pseudohyperkalemia and/or perinatal edema(194380)|Lymphatic malformation 6(616843)"
"9782","Amyotrophic lateral sclerosis 21(606070)"
"9785","Retinitis pigmentosa 84(618220)"
"9786","Joubert syndrome 23(616490)|Rib thoracic dysplasia 14 with polydactyly(616546)"
"9790","Aplasia cutis congenita, nonsyndromic(107600)"
"9791","Majewski hyperostotic dwarfism(151050)"
"9820","Three m syndrome 1(273750)"
"9821","Breast cancer(114480)"
"9829","Onset(615528)"
"9837","Immunodeficiency 55(617827)"
"9839","Wilson syndrome(235730)"
"9841","Facial anomalies syndrome 2(614069)"
"9842","Osteopetrosis, autosomal recessive 6(611497)|Osteopetrosis, autosomal dominant 3(618107)"
"9851","Orofaciodigital syndrome xv(617127)|Joubert syndrome 38(619476)|Rib thoracic dysplasia 21 without polydactyly(619479)"
"9853","Mental retardation, autosomal recessive 61(617773)"
"9860","Urofacial syndrome 2(615112)"
"9863","Nephrotic syndrome, type 15(617609)"
"987","Immunodeficiency, common variable, 8, with autoimmunity(614700)"
"9871","Carpenter syndrome 2(616294)"
"9882","Type 2 diabetes 5(616087)"
"9885","Deafness, autosomal dominant 67(616340)"
"9894","Fong syndrome(616954)"
"9895","Neuropathy, hereditary sensory and autonomic, type ix, with developmental delay(615031)"
"9896","Varon syndrome(216340)|Tooth disease, type 4j(611228)|Amyotrophic lateral sclerosis 11(612577)|Polymicrogyria, bilateral temporooccipital(612691)"
"9897","Schinzel syndrome 1(220210)|Spastic paraplegia 8, autosomal dominant(603563)"
"990","Gorlin syndrome 5(613805)"
"9907","Spastic paraplegia 48, autosomal recessive(613647)"
"9915","Dattani syndrome(615926)"
"9918","Microcephaly 21, primary, autosomal recessive(617983)"
"9922","Intellectual developmental disorder with short stature and behavioral abnormalities(618687)"
"9927","Neuropathy, hereditary motor and sensory, type via, with optic atrophy(601152)|Tooth disease, axonal, autosomal dominant, type 2a2a(609260)|Tooth disease, axonal, autosomal recessive, type 2a2b(617087)"
"9928","Meckel syndrome 12(616258)|Microcephaly 20, primary, autosomal recessive(617914)"
"9935","Multicentric carpotarsal osteolysis syndrome(166300)|Duane retraction syndrome 3 with or without deafness(617041)"
